tweet,date
The New Old Age Blog: Ideas of Federal Panel on Long-Term Care Don’t Cover Costs http://nyti.ms/15Z3DwH,2013-09-14 04:11:34+00:00
The New Old Age Blog: Online Lessons in Dementia Management http://nyti.ms/1cJxrMx,2013-09-05 10:20:32+00:00
"RT @cslnyt: In 2010, there were 7.2 ppl of caregiving age (45-64) for every 80+ yr old. By 2030 there will be 4.1 http://nyti.ms/1ferqqN",2013-08-26 21:01:37+00:00
"RT @paula_span: Even if you don't have diabetes, higher blood glucose associated w/higher dementia risk. New U of Wash study. http://t.co/b…",2013-08-09 18:30:13+00:00
The New Old Age Blog: High Blood Sugar Linked to Dementia http://nyti.ms/17cFhdV,2013-08-09 16:39:16+00:00
"RT @bstrauch: Grid cells in the brain could explain why  Alzheimer's patients get lost in familiar places, as @jmgorman explains:http://t.c…",2013-08-06 18:34:48+00:00
Well: Anemia Tied to Dementia Risk http://nyti.ms/142RsuZ,2013-08-01 17:36:59+00:00
The New Old Age Blog: Decision Casts Doubt on Brain Scans for Alzheimer’s http://nyti.ms/13p5FCF,2013-08-01 09:17:35+00:00
A push for early detection and treatment of Alzheimer's has some researchers worried. http://nyti.ms/15tjcZm,2013-07-30 18:25:46+00:00
The Consumer: Concerns About Dementia Screening http://nyti.ms/160pmiz,2013-07-29 20:26:20+00:00
RT @HannaIngber: .@nytimeshealth readers shared compelling personal &amp; prof experiences with dementia. Our comment wall: http://t.co/zf852Kt…,2013-07-25 20:06:00+00:00
Readers reflect on dementia.http://nyti.ms/170pWvV,2013-07-25 17:38:07+00:00
Readers Reflect on Dementia http://nyti.ms/13F166B,2013-07-24 21:32:13+00:00
RT @cslnyt: Are you so stressed you've got pseudodementia? http://nyti.ms/11chwCB,2013-07-23 21:39:59+00:00
Letters: Weighing Quality of Life (1 Letter) http://nyti.ms/161uWBb,2013-07-22 19:17:30+00:00
"The New Old Age Blog: In Europe, Dementia Rates May Be Falling http://nyti.ms/13jSQZA",2013-07-17 17:59:18+00:00
Looking for Early Signs of Dementia? Ask the Patient http://nyti.ms/15mzbav,2013-07-17 17:59:18+00:00
RT @paula_span: Lovely essay by 26 y.o. on her grandmother w/Alzheimer's. We should all have such children. http://www.nytimes.com/2013/07/11/booming/in-grandmothers-alzheimers-another-lesson-in-family.html?pagewanted=all,2013-07-16 19:15:27+00:00
Partial skull removal to relieve pressure in the brain raises questions about quantity vs quality of life. http://nyti.ms/10XKA0G,2013-07-16 14:39:34+00:00
"Dementia rates among people in England have plummeted by 25 percent over the past two decades, writes @ginakolata. http://nyti.ms/15JYJQU",2013-07-16 14:37:28+00:00
"Study Finds Dip in Dementia Rates, Evidence of an Anticipated Trend http://nyti.ms/1aLsxRV",2013-07-16 13:13:55+00:00
"RT @paula_span: Caregivers weigh in on their frightening, exhausting struggles when relatives w/dementia turn aggressive. http://t.co/V0BOH…",2013-07-15 21:35:02+00:00
The New Old Age Blog: When Aggression Follows Dementia http://nyti.ms/1bvxQTb,2013-07-12 20:57:15+00:00
"From Our Children: In Grandmother’s Alzheimer’s, Another Lesson in Family http://nyti.ms/1b35qRO",2013-07-11 14:54:00+00:00
2 Competitors Sued by Genetics Company for Patent Infringement http://nyti.ms/13OPCiy,2013-07-11 07:51:28+00:00
"Reinventing Long-Term Care, and Beckoning Firms Accused of Fraud http://nyti.ms/1a5PrlG",2013-06-24 03:20:33+00:00
Your Money: Fine Print and Red Tape in Long-Term Care Policies http://nyti.ms/ZzwORg,2013-06-08 03:28:47+00:00
Well: Patterns: Alzheimer's Drugs May Protect Heart http://nyti.ms/18SMVyA,2013-06-04 23:20:54+00:00
"“We don’t know how many pathways there are to heart disease, that’s the power of genetics. To try and dissect that.”  http://nyti.ms/16sTCXg",2013-05-13 17:53:49+00:00
"The New Old Age Blog: Dementia Units May Improve Care, Studies Suggest http://nyti.ms/12iwxC4",2013-05-10 10:14:16+00:00
"Alzheimer’s Treatment Failed Trial, Maker Says http://nyti.ms/12eYGZG",2013-05-08 02:31:56+00:00
The New Old Age Blog: Does Depression Contribute to Dementia? http://nyti.ms/10t4FqH,2013-05-01 20:02:51+00:00
Well: Nutrition: Mediterran Diet Is Good for Brain Health http://nyti.ms/16jkoAW,2013-04-30 19:12:29+00:00
Are there exercises to ward off dementia? http://nyti.ms/10CKwWt @GretchenReynold,2013-04-25 23:30:38+00:00
"Well: Ask Well: Exercise, Alzheimer's and Brain Health http://nyti.ms/15JNgT1",2013-04-25 15:39:14+00:00
"African-Americans Have Higher Risk of Alzheimer’s, Study Shows http://nyti.ms/Ybh96A",2013-04-09 20:31:58+00:00
Observatory: Protein in Alzheimer’s Linked to Down Syndrome http://nyti.ms/Y8zl0V,2013-04-08 17:56:57+00:00
The New Old Age Blog: Caregiving From Another Continent http://nyti.ms/Ziw9pu,2013-04-05 16:37:54+00:00
The New Old Age Blog: A Sharp Rise in Dementia Care Costs http://nyti.ms/XgnSPm,2013-04-04 21:11:05+00:00
"RT @cslnyt: About 3.8 million ppl 71+ have dementia. By 2040, it'll be 9.1 million. Are we ready? http://nyti.ms/14Or7SP",2013-04-04 20:32:05+00:00
"Dementia Care Costs Are Soaring, Study Finds http://nyti.ms/XOpLnY",2013-04-03 21:41:20+00:00
"Financial burden for dementia care is at least as high as that for heart disease or cancer, reports @PamBelluck. http://nyti.ms/14Or7SP",2013-04-03 21:15:37+00:00
VIDEO: Living with early-onset Alzheimer's http://bbc.in/1Gpm5LQ,2015-03-11 00:41:33+00:00
VIDEO: Dementia 'like having a small child' http://bbc.in/1ByxWJM,2015-02-26 09:01:10+00:00
Skin test spots Alzheimer's disease http://bbc.in/1BQ8NJY,2015-02-25 01:35:46+00:00
Dementia research matchmaker scheme http://bbc.in/1LzVBKR,2015-02-24 00:48:44+00:00
Dementia research to receive £300m http://bbc.in/1Ln1t8z,2015-02-21 13:28:53+00:00
VIDEO: How do 'dementia friends' work? http://bbc.in/1Lpr02A,2015-02-21 12:12:24+00:00
'Dementia friends' reach one million http://bbc.in/1AXPZJ3,2015-02-21 07:31:45+00:00
VIDEO: £30m boost for Alzheimer's research http://bbc.in/1L4B5BO,2015-02-16 14:27:31+00:00
Alzheimer's £30m collaboration begins http://bbc.in/1yJEr4E,2015-02-16 06:19:44+00:00
VIDEO: 'Counting birds helps mum’s dementia' http://bbc.in/16BLO7I,2015-02-07 06:19:34+00:00
VIDEO: Concern over dementia-drugs 'link' http://bbc.in/1z4Rzon,2015-01-27 08:31:18+00:00
Dementia 'link' to common drugs http://bbc.in/1ympPb0,2015-01-26 18:36:29+00:00
Higher dementia rates found in north http://bbc.in/1yCT2DK,2015-01-19 13:39:25+00:00
Hibernating hints at dementia therapy http://bbc.in/1Buzan0,2015-01-15 09:25:02+00:00
VIDEO: Ageing without children 'taboo topic' http://bbc.in/1Bods40,2015-01-14 09:47:32+00:00
Dementia patients 'lack proper care' http://bbc.in/1A6agaN,2014-12-01 06:43:19+00:00
AUDIO: Alzheimer's and schizophrenia linked http://bbc.in/1xyXSNi,2014-11-25 13:44:20+00:00
Brain's dementia weak spot found http://bbc.in/1r5iCPY,2014-11-25 00:19:27+00:00
Better sex-and-dementia care call http://bbc.in/1xj4JOD,2014-11-18 12:31:25+00:00
Study questions B12 dementia advice http://bbc.in/1wrWA6e,2014-11-13 14:06:40+00:00
Care home quality of life concerns http://bbc.in/1AVC2Lb,2014-11-10 19:30:14+00:00
Dementia tops female causes of death http://bbc.in/1tMeYLb,2014-10-29 13:42:54+00:00
VIDEO: GP explains dementia payments http://bbc.in/1td7FKU,2014-10-22 07:30:18+00:00
VIDEO: GPs to get £55 for dementia diagnoses http://bbc.in/1s6sMcD,2014-10-22 07:01:16+00:00
GPs to get £55 for dementia diagnoses http://bbc.in/1tcx9b8,2014-10-22 04:43:39+00:00
NHS 'to grind to halt' with dementia http://bbc.in/1r74f86,2014-10-21 10:21:33+00:00
VIDEO: Dementia care training concerns http://bbc.in/1sulfsP,2014-10-13 01:01:31+00:00
VIDEO: Sir Ian Botham on his dad's dementia http://bbc.in/1suxSEv,2014-10-13 01:01:31+00:00
VIDEO: Dementia friendly design http://bbc.in/YokoOE,2014-09-27 09:59:56+00:00
Brains may 'resist Alzheimer's' http://bbc.in/1sRYcrS,2014-09-14 18:43:40+00:00
Blood group 'link to memory loss' http://bbc.in/1p9gE9m,2014-09-11 01:51:39+00:00
VIDEO: Dementia patients 'face care tax' http://bbc.in/WH9Bhk,2014-09-10 06:43:22+00:00
Sleeping pills 'linked to dementia' http://bbc.in/1p56K91,2014-09-10 03:00:31+00:00
Dementia patients 'face care tax' http://bbc.in/1rDOqW0,2014-09-10 02:23:09+00:00
VIDEO: Dementia link to lack of Vitamin D http://bbc.in/1upyEkM,2014-08-07 07:18:50+00:00
England records rise in dementia http://bbc.in/1o3do2T,2014-07-30 12:45:09+00:00
"AUDIO: 'I have Alzheimer's, please be patient' http://bbc.in/1p2IeXo",2014-07-15 15:41:46+00:00
A third of Alzheimer's 'preventable' http://bbc.in/1scoANG,2014-07-14 01:18:40+00:00
AUDIO: Alzheimer's blood test breakthrough http://bbc.in/1rMcfzF,2014-07-08 12:39:49+00:00
VIDEO: 'Major step' in Alzheimer's detection http://bbc.in/1sqtUuj,2014-07-08 06:20:38+00:00
'Major step' towards Alzheimer's test http://bbc.in/1spjdbf,2014-07-07 23:56:08+00:00
Decline in trials for Alzheimer's http://bbc.in/1oda9ng,2014-07-03 15:25:55+00:00
VIDEO: Cameron boosts aid to tackle dementia http://bbc.in/Uer4x2,2014-06-19 19:01:17+00:00
Dementia progress 'achingly slow' http://bbc.in/1kPffCW,2014-06-19 00:43:47+00:00
NHS 'still fails' dementia patients http://bbc.in/1wSiGSC,2014-06-02 09:11:32+00:00
Being bilingual 'slows brain ageing' http://bbc.in/1hP5EvD,2014-06-02 04:42:13+00:00
AUDIO: Dementia sufferer: 'I feel no different' http://bbc.in/1hCnW39,2014-05-29 17:10:07+00:00
Possible cynicism link to dementia http://bbc.in/1muNPon,2014-05-29 12:49:58+00:00
Anti-depressant 'slows' Alzheimer's http://bbc.in/RRsYCo,2014-05-14 19:08:08+00:00
'Dementia-friendly' workplaces call http://bbc.in/1lWG7VO,2014-05-07 02:12:05+00:00
Mass tests to track risk of dementia http://bbc.in/1uaZyxR,2014-05-01 23:16:35+00:00
'Experience dementia via Facebook' http://bbc.in/1kfC7g6,2014-04-29 00:00:39+00:00
Fears over dementia diagnosis push http://bbc.in/1s56FXz,2014-04-02 00:31:30+00:00
AUDIO: 'Why I would take Alzheimer's test' http://bbc.in/1fjhMqI,2014-03-10 14:15:23+00:00
Blood test 'finds Alzheimer's early' http://bbc.in/1cnJ5Rd,2014-03-09 18:30:38+00:00
Care package to help fight dementia http://bbc.in/NaWMrx,2014-02-28 10:54:19+00:00
Cooking meat 'may be dementia risk' http://bbc.in/1ecVxCo,2014-02-25 01:46:50+00:00
VIDEO: Dementia research: UK '30 years behind' http://bbc.in/1dg8F9m,2014-02-11 15:12:29+00:00
AUDIO: Sons on caring for dad with dementia http://bbc.in/1kM7QGU,2014-02-04 16:10:45+00:00
Pesticide linked to Alzheimer's http://bbc.in/1cny8gF,2014-01-28 01:26:42+00:00
Vitamin E 'beneficial' in dementia http://bbc.in/1k5RX15,2014-01-01 02:05:44+00:00
Youth-drug can 'reverse' ageing http://bbc.in/1dU4Kwl,2013-12-20 02:19:45+00:00
Deaf man treated as dementia patient http://bbc.in/1bWrtZV,2013-12-17 07:54:31+00:00
VIDEO: Dementia treatment by 2025 pledge http://bbc.in/J8YSFK,2013-12-12 07:43:39+00:00
VIDEO: G8 aim to 'develop dementia cure' http://bbc.in/1dq7Nfx,2013-12-11 16:57:27+00:00
UK aims to double dementia funding http://bbc.in/JcyADh,2013-12-11 00:39:08+00:00
Could diabetes drug slow Alzheimer's? http://bbc.in/1kvOVhy,2013-12-10 15:25:16+00:00
Exercise 'cuts risk of dementia' http://bbc.in/IYUgSL,2013-12-09 22:30:45+00:00
World dementia cases 'set to treble' http://bbc.in/1cYercJ,2013-12-05 00:20:19+00:00
Exercise 'is good dementia therapy' http://bbc.in/1cUaPbC,2013-12-04 02:00:45+00:00
Eyes cells help diagnose Alzheimer's http://bbc.in/1dpU494,2013-11-13 16:07:41+00:00
Depression 'speeds ageing process' http://bbc.in/1cQpUiY,2013-11-12 10:34:10+00:00
VIDEO: Charity finds lost dementia patients http://bbc.in/17hQEX2,2013-11-08 08:17:08+00:00
Call for national dementia database http://bbc.in/1aTcgIt,2013-11-03 04:04:43+00:00
VIDEO: Alzheimer's insight from DNA study http://bbc.in/1dD1Ore,2013-10-28 11:37:20+00:00
Alzheimer's insight from DNA study http://bbc.in/1dACmTm,2013-10-27 20:24:29+00:00
Alzheimer's breakthrough: Cure or hype? http://bbc.in/19llTgq,2013-10-10 15:28:46+00:00
VIDEO: Discovery 'may hold Alzheimer's key' http://bbc.in/19mUpsu,2013-10-10 06:12:28+00:00
Mid-life stress 'precedes dementia' http://bbc.in/1aFYSFV,2013-10-01 00:42:04+00:00
The battle over a dementia drug could mean consequences for patients and drug makers: http://khne.ws/1C0Kk3A http://pbs.twimg.com/media/CAeeHZxUMAAGuOM.png,2015-03-19 17:12:19+00:00
"As Caregiving Shifts To The Home, Scrutiny Is Lacking, @annagorman reports: http://khne.ws/1AwyEUU #California http://pbs.twimg.com/media/B6nHomqCEAA01-j.jpg",2015-01-05 19:56:30+00:00
"How To Shop For Long-Term Care Insurance, from @nprhealth: http://khne.ws/1o0ATYr",2014-05-29 16:58:04+00:00
"Medicare must cover dementia evaluation, from @mandrews110: http://khne.ws/1g5KqZC #ACA http://pbs.twimg.com/media/Bm95793CEAA2X3s.jpg",2014-05-06 16:53:58+00:00
"Alzheimers Disease Support Model Could Save Minnesota Millions, @LVGillespie's first @KHNews post: http://khne.ws/1hDHQt2",2014-04-10 15:33:54+00:00
"LTC panel releases recommendations, but no consensus on how to pay for long-term care services, writes @susanjaffe: http://khne.ws/163juDA",2013-09-13 22:48:54+00:00
Examining Connecticut's Plan For Long-Term Care: http://khne.ws/1cvuiCD,2013-08-07 15:10:27+00:00
"Up against deadline, the Long-Term Care Commission met for the 1st time yesterday. Details via @susanjaffe http://khne.ws/11NKMQJ",2013-06-28 16:10:36+00:00
"Sequester's Budget Cuts Slowing Alzheimer's, Other Research: Today's Headlines: http://khne.ws/HKMauB",2013-06-10 14:40:20+00:00
"First Edition: Nurses Fight For Staffing Laws, Baucus Vows To Watch #ACA Rollout, U.S. In Denial Over Long-Term Care, http://khne.ws/15K8qjo",2013-04-24 12:24:08+00:00
"The health law stops insurers from charging women more for coverage, but long-term care isn't included: http://khne.ws/WgbFft",2013-02-26 16:32:16+00:00
"Long-Term Care Protection May Be Toothless, @mandrews110 reports: http://khne.ws/TKytS5",2013-02-06 16:42:15+00:00
"Long-term care ombudsmen face challenges to independence, including from officials: http://khne.ws/WlxhnD",2013-01-28 15:59:58+00:00
RT @mlmillenson: 'The Matrix' Meets Medicine: Surveillance Swoops Into Health Care. http://khne.ws/RHTDPX #Health2Con #caregiving,2013-01-10 14:29:01+00:00
Should you get your baby's DNA decoded? http://ow.ly/Loypz #genetics,2015-04-09 16:20:23+00:00
RT @alzassociation: Thank you @leonardkl for your important story sharing the latest #Alzheimers facts: http://bit.ly/1HwKMq8 #ENDALZ,2015-03-24 22:01:30+00:00
Not good news: Most #Alzheimer's patients and their caregivers aren't notified of the diagnosis. http://ow.ly/KJqE0 by @leonardkl,2015-03-24 16:20:39+00:00
RT @leonardkl: More than half of patients who have #Alzheimers haven't been told by their doctor. Here's the latest: http://bit.ly/1N41sc6.,2015-03-24 13:58:15+00:00
"44% of adults are more afraid of #vision loss than #Alzheimer’s, #Parkinson’s or #heartdisease. How to protect yours: http://ow.ly/KygzX",2015-03-19 19:31:11+00:00
Is it really dementia? Maybe not. http://ow.ly/IFvCj,2015-02-08 00:35:04+00:00
RT @carlahall: . @USNewsHealth A1 We need to spread awareness so all women know the risk factors and warning signs of cardiovascular diseas…,2015-02-06 16:08:15+00:00
Is it #dementia or normal pressure hydrocephalus? http://ow.ly/IzPkl #aging #memory,2015-02-06 01:45:19+00:00
"Our commitment to fight #Alzheimers has changed a lot in 20 years, but the budget hasn't. http://ow.ly/IzlZv",2015-02-05 22:50:17+00:00
"5-10% of people diagnosed w/ #dementia might actually have a treatable condition, reports @magalyolivero http://ow.ly/Iy7i5",2015-02-05 15:55:10+00:00
"RT @ScritchfieldRD: There's more to body shape &amp; size than diet/exercise - genetics, environment &amp; life stage matter http://ow.ly/vhIh0",2015-01-16 17:55:04+00:00
More than half of #Alzheimer's cases might be attributed to potentially modifiable risk factors like #diet. http://ow.ly/HbMqf,2015-01-12 21:25:05+00:00
Did you know poetry may help people with dementia? http://t.usnews.com/Z56h82,2015-01-05 23:02:26+00:00
RT @Steph_Steinberg: Unlocking the Inner Poet: How Poetry Helps People With #Dementia http://t.usnews.com/Z56h82 by @CraneKristine,2015-01-05 02:02:00+00:00
"When dementia strikes, creativity may be the best medicine. http://ow.ly/GKmdd",2015-01-04 01:01:01+00:00
Poetry is helping people fight dementia. http://ow.ly/GCxhW,2014-12-31 02:01:44+00:00
Sonic waves a treatment for Alzheimer's Disease? http://lat.ms/1FbQ2kk,2015-03-12 23:25:46+00:00
An ultrasound for the brain restores memory in Alzheimer's w/o so much as a needle. But only--so far--in mice.,2015-03-12 23:23:13+00:00
Air pollution? Obesity? Genetics? You can study them all via daylight saving time http://lat.ms/1A84HY3,2015-03-09 19:05:24+00:00
Thinking about genome analysis? Ready to share the info with life/disability/long-term care insurers?  http://lat.ms/1ywZWac,2014-11-12 02:21:10+00:00
A nutrient from the cocoa bean may turn back the clock on age-related memory loss. http://lat.ms/1wcQ1Iv,2014-10-29 22:57:44+00:00
Would you want to know if Alzheimer's is in your near future? A new test could help tell. http://lat.ms/1sat8Vu,2014-10-08 02:40:52+00:00
The @NobelPrize winners' work on the GPS system in the brain helped scientists understand Alzheimer's http://lat.ms/1vJ2nGx,2014-10-06 21:04:14+00:00
"Medications to tame anxiety and bring sleep can erode mental function, but may make Alzheimer's more likely http://lat.ms/1qj1BAo",2014-09-11 01:10:13+00:00
